https://upld.zone.id/uploads/q9iq9e5iq/lvse.txt  很不错
🔥2元1000G机场,#genre# 
SYFY,http://fl3.moveonjoy.com/SYFY/index.m3u8
FXX,http://fl3.moveonjoy.com/FXX/index.m3u8
STARZ,http://fl3.moveonjoy.com/STARZ/index.m3u8
OUTDOOR CHANEL,http://fl3.moveonjoy.com/OUTDOOR_CHANNEL/index.m3u8
FXM,http://fl3.moveonjoy.com/FX_MOVIE/index.m3u8
DISNEY CHANEL,http://fl5.moveonjoy.com/DISNEY/index.m3u8
NICK JR,http://fl3.moveonjoy.com/NICK_JR/index.m3u8
DISNEY_JR,http://fl3.moveonjoy.com/DISNEY_JR/index.m3u8
NAT GEO WILD,http://fl3.moveonjoy.com/Nat_Geo_Wild/index.m3u8
TV ONE,http://fl3.moveonjoy.com/TV_ONE/index.m3u8
BET,http://fl3.moveonjoy.com/BET_EAST/index.m3u8
BRAVO,http://fl3.moveonjoy.com/BRAVO/index.m3u8
SHOWTIME,http://fl3.moveonjoy.com/SHOWTIME_WEST/index.m3u8
VH1,http://fl3.moveonjoy.com/VH1/index.m3u8
SONY MOVIE,http://fl3.moveonjoy.com/Sony_Movie_Channel/index.m3u8
COZ1 TV,http://fl3.moveonjoy.com/COZI_TV/index.m3u8
COMET,http://fl3.moveonjoy.com/COMET/index.m3u8
CRAVE2,http://fl3.moveonjoy.com/CRAVE_2/index.m3u8
CRAVE4,http://fl3.moveonjoy.com/CRAVE_4/index.m3u8
SPORTS NET NEWYORK,http://fl3.moveonjoy.com/SNY/index.m3u8
ESPN U,http://fl3.moveonjoy.com/ESPN_U/index.m3u8
SPORTSMAN,http://fl3.moveonjoy.com/SPORTSMAN_CHANNEL/index.m3u8
俄罗斯GITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
朝鲜阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
印度TV 9 BHARATVARSH,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9hinjzgtpe/liveabr/pub-iotv9hinjzgtpe/live_720p/chunks.m3u8
韩国Gsmyshop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
CNN-INDO,http://live.cnnindonesia.com/livecnn/smil:cnntv.smil/chunklist_w1285822120_b384000_sleng.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
伊朗新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
Fox weather,https://247wlive.foxweather.com/stream/index_1280x720.m3u8
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8




👶🏻少儿直播,#genre#
BesTV宝宝动画,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288002&livemode=1&stbId=yu&mode=1&$8M
BesTV青春动漫,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288008&livemode=1&stbId=yu&mode=1&$8M
卡酷少儿,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7851974109718180595&livemode=1&stbId=yu&mode=1&$8M
卡酷少儿,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7589856436881630561&livemode=1&stbId=yu&mode=1&$2M
优漫卡通,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000010063&livemode=1&stbId=yu&mode=1&$4M
哈哈炫动,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031123&livemode=1&stbId=yu&mode=1&$8M
哈哈炫动,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000000172&livemode=1&stbId=yu&mode=1&$4M
哈哈炫动,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000005000031641&livemode=1&stbId=yu&mode=1&$4M
哈哈炫动,http://183.237.95.108:9901/tsfile/live/1100_1.m3u8?key=txiptv&playlive=0&authid=0
嘉佳卡通,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000025964&livemode=1&stbId=yu&mode=1&$4M
嘉佳卡通,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=4739906347743456369&livemode=1&stbId=yu&mode=1&$2M
嘉佳卡通,http://zqh2333.top:2222/rtp/239.93.24.246:5140
嘉佳卡通,http://www.cdnstv.com:6398/hls/1150/index.m3u8
金鹰卡通,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000006000040024&livemode=1&stbId=yu&mode=1&$4M
金鹰卡通,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000016601&livemode=1&stbId=yu&mode=1&$4M
金鹰卡通,http://111.43.126.240:9003/hls/73/index.m3u8
金鹰卡通,http://ak6668768.zicp.io:8857/live1060.m3u8
金鹰卡通,http://183.237.95.108:9901/tsfile/live/1099_1.m3u8?key=txiptv&playlive=0&authid=0
黑莓动画,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6497762188035533951&livemode=1&stbId=yu&mode=1&$4M
黑莓动画,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000021734&livemode=1&stbId=yu&mode=1&$4M
动漫秀场,http://183.237.95.108:9901/tsfile/live/1104_1.m3u8?key=txiptv&playlive=0&authid=0
动漫秀场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=dmxchd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=#https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?#https://qiniup-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6980&tk=e640d0a1bf70
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8?a=1000&amp;d=83b26bacf5397c013aff782b2c4287d0&amp;k=c99bdac76cff6ddc27e750ba689b7d5b&amp;t=1704368408
内蒙古少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
喜羊羊与灰太狼专场,http://113.45.240.129:35455/huya/23865080



🏀体育直播,#genre#
NewTV精品体育,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6460382139625130259&livemode=1&stbId=yu&mode=1&$4M
NewTV精品体育,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000014634&livemode=1&stbId=yu&mode=1&$4M
NewTV精品体育,http://111.43.126.240:9003/hls/89/index.m3u8
NewTV超级体育,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000009204&livemode=1&stbId=yu&mode=1&$4M
NewTV超级体育,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000009601&livemode=1&stbId=yu&mode=1&$8M
NewTV超级体育,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000007755&livemode=1&stbId=yu&mode=1&$4M
BesTV武搏世界,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=bokesen&livemode=1&stbId=yu&mode=1&$4M
BesTV睛彩竞技,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩竞技,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000270001&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩篮球,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩篮球,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000270002&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩篮球,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000270006&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩青少,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩青少,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000031315&livemode=1&stbId=yu&mode=1&$8M
BseTV至臻视界,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=yu&mode=1&$4M
NBA-TV,http://fl5.moveonjoy.com/NBA_TV/index.m3u8
NBA-TV,http://1tv41.icu:8080/30065823/63154294/20073
五星体育,http://8.138.7.223/tv/shtv.php?id=wxty
五星体育,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzYxLjE2OS40Ny4xMDA6MTAwODEvaGxzLzQ4L2luZGV4Lm0zdTg=
劲爆体育,http://111.8.242.124:4095/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$怀化移动1
广东体育,http://116.77.33.98:44330/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威
欧美体育,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1600000.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
汽摩,http://dxf.us.kg:61201/udp/239.1.1.92:8092#http://89922050.xyz:61201/udp/239.1.1.92:8092#http://www.lanyue168.cn:61201/udp/239.1.1.92:8092#http://lanyue168.cn:61201/udp/239.1.1.92:8092
篮球专场,http://113.45.240.129:35455/huya/20072708
羽毛球专场,http://113.45.240.129:35455/huya/880221
乒乓球专场,http://113.45.240.129:35455/huya/18152390
斯诺克专场,http://113.45.240.129:35455/huya/880214
赛车专场,http://113.45.240.129:35455/huya/18152482
摔跤专场,http://113.45.240.129:35455/huya/20072812
拳击专场,http://113.45.240.129:35455/huya/18152380
格斗专场,http://113.45.240.129:35455/huya/20072796
柔道专场,http://113.45.240.129:35455/huya/20072837
WWE专场,http://113.45.240.129:35455/huya/30021023
屿风体育,http://lxajh.top/tv/douyu.php?id=10329889
拳击大王,http://lxajh.top/tv/douyu.php?id=9385340
经典拳赛,http://lxajh.top/tv/douyu.php?id=9412138
日本女子摔跤,http://lxajh.top/tv/douyu.php?id=425809
篮球人物,http://lxajh.top/tv/douyu.php?id=8434598
篮球小人物,http://lxajh.top/tv/douyu.php?id=9184257
篮球过人技巧,http://lxajh.top/tv/douyu.php?id=9406897
篮球长镜头,http://lxajh.top/tv/douyu.php?id=9399887
只关于篮球的只老师,http://lxajh.top/tv/douyu.php?id=9367541
篮球之家老李,http://lxajh.top/tv/douyu.php?id=9170147
HOOPPAPK篮球公园,http://lxajh.top/tv/douyu.php?id=10228726
乔丹/科比,http://113.45.240.129:35455/huya/30806125
看球不费电,http://113.45.240.129:35455/huya/29982603
超燃球场,http://113.45.240.129:35455/huya/29982597
篮球五分位,http://113.45.240.129:35455/huya/29982598







🎞️电影直播,#genre#
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000003000012426&livemode=1&stbId=yu&mode=1&$8M
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000002120&livemode=1&stbId=yu&mode=1&$4M
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000012884&livemode=1&stbId=yu&mode=1&$4M
NewTV动作电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000018653&livemode=1&stbId=yu&mode=1&$4M
NewTV动作电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8103864434730665389&livemode=1&stbId=yu&mode=1&$4M
NewTV动作电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010003
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000024282&livemode=1&stbId=yu&mode=1&$4M
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7151256057701199617&livemode=1&stbId=yu&mode=1&$4M
NewTV中国功夫,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5897056882324761054&livemode=1&stbId=yu&mode=1&$4M
NewTV明星大片,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000019008&livemode=1&stbId=yu&mode=1&$4M
NewTV明星大片,http://gslbserv.itv.cmvideo.cn:80/000000001000/5595720619887440144/1.m3u8?channel-id=ystenlive&Contentid=5595720619887440144&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5595720619887440144&owchid=ystenlive&owsid=7951969344461437044
NewTV明星大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
NewTV炫舞未来,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000000515&livemode=1&stbId=yu&mode=1&$4M
NewTV炫舞未来,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010039
BesTV全球大片,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288009&livemode=1&stbId=yu&mode=1&$8M
BesTV华语影院,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288005&livemode=1&stbId=yu&mode=1&$8M
BesTV星光影院,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288013&livemode=1&stbId=yu&mode=1&$8M
爱奇艺iQIYI,http://php.jdshipin.com/smt.php?id=Qiyi
爱奇艺iQIYI,http://php.jdshipin.com:8880/smt.php?id=Qiyi
黑莓电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8785669936177902664&livemode=1&stbId=yu&mode=1&$4M
黑莓电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000019624&livemode=1&stbId=yu&mode=1&$4M
黑莓电影,http://gslbserv.itv.cmvideo.cn:80/000000001000/8785669936177902664/1.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8785669936177902664&owchid=ystenlive&owsid=7951969344461621383
CHC家庭影院, http://148.135.93.213:81/live.php?id=CHC家庭影院
CHC家庭影院,http://148.135.93.213/live.php?id=CHC家庭影院
CHC家庭影院,http://k.061899.xyz/m.php?id=jtyy
CHC动作电影,http://go.bkpcp.top/mg/dzdy
CHC动作电影,http://k.061899.xyz/m.php?id=dzdy
CHC影迷电影,http://go.bkpcp.top/mg/ymdy
CHC影迷电影,http://148.135.93.213:81/live.php?id=CHC影迷电影
CHC影迷电影,http://k.061899.xyz/m.php?id=ymdy
CHC影迷电影,http://148.135.93.213/live.php?id=CHC影迷电影
1905电影网,https://hlslive.1905.com/live/LIVENCOI8M4RGOOJ9/index.m3u8?tm=1756677902&sign=212c2b0367547030fb4fc6ecc4ce0282
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905a
经典影艺,rtmp://live.gxrb.com.cn/pull/red_movies_0501?m3u8?key=txiptv
虎牙影院,http://113.45.240.129:35455/huya/11601968
虎牙八点档,http://113.45.240.129:35455/huya/880261
周星驰专场,http://113.45.240.129:35455/huya/11336587
周星驰专场,http://cfss.cc/cdn/hy/11336587.m3u8
李连杰专场,http://113.45.240.129:35455/huya/11342390
李连杰专场,http://cfss.cc/cdn/hy/11342390.flv
刘德华专场,http://113.45.240.129:35455/huya/11342424
刘德华专场,http://cfss.cc/cdn/hy/11342424.m3u8
林正英专场,http://113.45.240.129:35455/huya/11342421
林正英专场,http://cfss.cc/cdn/hy/11342421.m3u8
甄子丹专场,http://113.45.240.129:35455/huya/11352935
甄子丹专场,http://cfss.cc/cdn/hy/11352935.flv
沈腾专场,http://113.45.240.129:35455/huya/11601968
沈腾专场,http://cfss.cc/cdn/hy/11601968.m3u8
黄渤专场,http://113.45.240.129:35455/huya/11352876
黄渤专场,http://cfss.cc/cdn/hy/11352876.m3u8
周润发专场,http://113.45.240.129:35455/huya/11342387
周润发专场,http://cfss.cc/cdn/hy/11342387.flv
成龙专场,http://113.45.240.129:35455/huya/11342386
成龙专场,http://cfss.cc/cdn/hy/11342386.flv
古天乐专场,http://113.45.240.129:35455/huya/29982675
古天乐专场,http://cfss.cc/cdn/hy/29982675.m3u8
王晶专场,http://113.45.240.129:35455/huya/11602058
王晶专场,http://cfss.cc/cdn/hy/11602058.m3u8
吴京专场,http://113.45.240.129:35455/huya/11602077
吴京专场,http://cfss.cc/cdn/hy/11602077.m3u8
洪金宝专场,http://113.45.240.129:35455/huya/11279251
洪金宝专场,http://cfss.cc/cdn/hy/11279251.m3u8
徐克专场,http://113.45.240.129:35455/huya/11352909
徐克专场,http://cfss.cc/cdn/hy/11352909.m3u8
徐峥专场,http://113.45.240.129:35455/huya/11602043
徐峥专场,http://cfss.cc/cdn/hy/11602043.m3u8
邓超专场,http://113.45.240.129:35455/huya/11336592
邓超专场,http://cfss.cc/cdn/hy/11336592.m3u8
梁家辉专场,http://113.45.240.129:35455/huya/11342429
梁家辉专场,http://cfss.cc/cdn/hy/11342429.m3u8
张卫健专场,http://113.45.240.129:35455/huya/11342423
张卫健专场,http://cfss.cc/cdn/hy/11342423.m3u8
强森专场,http://113.45.240.129:35455/huya/21059581
强森专场,http://cfss.cc/cdn/hy/21059581.m3u8
斯坦森专场,http://113.45.240.129:35455/huya/21059588
斯坦森专场,http://cfss.cc/cdn/hy/21059588.m3u8
灾难片系列,http://113.45.240.129:35455/huya/23728647
贺岁片系列,http://113.45.240.129:35455/huya/11601986






📽️综艺直播,#genre#
BesTV爆笑综艺,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_954_720P_t10/c57_fast_954_720P_t10.m3u8?d
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000026167&livemode=1&stbId=yu&mode=1&$4M
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6399725674632152632&livemode=1&stbId=yu&mode=1&$4M
NewTV金牌综艺,http://111.29.9.42:6610/000000001000/1000000004000026167/index.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3
NewTV金牌综艺,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010086
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000025771&livemode=1&stbId=yu&mode=1&$4M
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000023658&livemode=1&stbId=yu&mode=1&$4M
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268002&livemode=1&stbId=yu&mode=1&$8M
NewTV超级综艺,http://111.29.9.34:6610/000000001000/1000000001000025771/index.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&livemode=1&stbId=3
NewTV超级综艺,http://111.29.9.35:6610/000000001000/1000000004000023658/index.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=3
韩国综艺,http://113.45.240.129:35455/huya/11336725
欧美综艺,http://113.45.240.129:35455/huya/20969124
哈哈哈哈哈专场,http://113.45.240.129:35455/huya/30080247
演员请就位专场,http://113.45.240.129:35455/huya/23746691
奔跑吧兄弟专场,http://113.45.240.129:35455/huya/29465870
最强大脑专场,http://113.45.240.129:35455/huya/29465880
现在就出发专场,http://113.45.240.129:35455/huya/21059551
脱口秀大会专场,http://113.45.240.129:35455/huya/11352875
新游记专场,http://113.45.240.129:35455/huya/20985794
天赐的声音专场,http://113.45.240.129:35455/huya/30080249
幸福三重奏专场,http://113.45.240.129:35455/huya/29982647
咱们穿越吧专场,http://113.45.240.129:35455/huya/11352907
我是大侦探专场,http://113.45.240.129:35455/huya/20969140






📺电视剧直播,#genre#
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000008139&livemode=1&stbId=yu&mode=1&$4M
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000024993&livemode=1&stbId=yu&mode=1&$4M
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268003&livemode=1&stbId=yu&mode=1&$8M
NewTV超级电视剧,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010065
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000013968&livemode=1&stbId=yu&mode=1&$4M
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7882297361445410858&livemode=1&stbId=yu&mode=1&$4M
NewTV欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000266012&livemode=1&stbId=yu&mode=1&$4M
NewTV欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8?d
NewTV欢乐剧场,https://hyf000.eu.org/80947108/SZ9
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8393829412396288037&livemode=1&stbId=yu&mode=1&$4M
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7485075951068666323&livemode=1&stbId=yu&mode=1&$4M
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/000000001000/7485075951068666323/1.m3u8?channel-id=ystenlive&Contentid=7485075951068666323&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7485075951068666323&owchid=ystenlive&owsid=7951969344461285239
NewTV军旅剧场,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010079
NewTV古装剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6859053933687922163&livemode=1&stbId=yu&mode=1&$4M
NewTV古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8393829412396288037&livemode=1&stbId=yu&mode=1&$4M
NewTV东北热剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000266013&livemode=1&stbId=yu&mode=1&$4M
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6316377948248689070&livemode=1&stbId=yu&mode=1&$4M
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000008284&livemode=1&stbId=yu&mode=1&$4M
NewTV家庭剧场,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_877_720P_t10/c54_fast_877_720P_t10.m3u8?d
NewTV家庭剧场,https://hyf000.eu.org/80947108/SZ1
NewTV抗战剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
NewTV都市生活,http://bscloudcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_878_720P_t10/c56_fast_878_720P_t10.m3u8?d
NewTV传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
NewTV警匪悬疑,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c58_fast_880_720P_t10/c58_fast_880_720P_t10.m3u8?d
NewTV抗战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
NewTV乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8?d
BesTV热门剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288010&livemode=1&stbId=yu&mode=1&$8M
BesTV谍战剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288004&livemode=1&stbId=yu&mode=1&$8M
BesTV谍战剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8?d
BesTV谍战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8?d
NewTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6516734029835465177&livemode=1&stbId=yu&mode=1&$4M
搜狐视频,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
欢笑剧场,http://58.32.33.197:4022/rtp/239.45.1.4:5140
都市剧场,http://www.cdnstv.com:6398/hls/1179/index.m3u8
