钉钉日本频道,#genre#
深圳卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4y8sCf&tk=R0LSTARpFa6S
北京卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EGAUSy&tk=R0LSTARpFa6S
安徽卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LIYLmz&tk=R0LSTARpFa6S
天津卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dJBvjN&tk=R0LSTARpFa6S
山东卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eW3cVO&tk=R0LSTARpFa6S
重庆卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rpVOBc&tk=R0LSTARpFa6S
贵州卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FtokRc&tk=R0LSTARpFa6S
河北卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rsJ0ft&tk=R0LSTARpFa6S
甘肃卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=y7P4s6&tk=R0LSTARpFa6S
湖北卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rEpA14&tk=R0LSTARpFa6S
四川卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HB82OS&tk=R0LSTARpFa6S
江西卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MtePEt&tk=R0LSTARpFa6S
卡酷少儿HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=w6ET1D&tk=R0LSTARpFa6S
河南卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZHSNhD&tk=R0LSTARpFa6S
吉林卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nNkSYZ&tk=R0LSTARpFa6S
BRTV纪实科教HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Hi5VLl&tk=R0LSTARpFa6S
海南卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kHyWfZ&tk=R0LSTARpFa6S
东南卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=G9UsO0&tk=R0LSTARpFa6S
山西卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3hnnlz&tk=R0LSTARpFa6S
青海卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hZhbx7&tk=R0LSTARpFa6S
云南卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AZ2P5i&tk=R0LSTARpFa6S
辽宁影视剧HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0gNdMd&tk=R0LSTARpFa6S
辽宁教育青少HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WvU9Oa&tk=R0LSTARpFa6S
辽宁公共HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pCV3Hz&tk=R0LSTARpFa6S
辽宁经济HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cQ97ll&tk=R0LSTARpFa6S
辽宁北方HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Y1kUOC&tk=R0LSTARpFa6S
辽宁生活HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8w10eH&tk=R0LSTARpFa6S
辽宁都市HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F8hn0S&tk=R0LSTARpFa6S
辽宁体育休闲HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SXjVQW&tk=R0LSTARpFa6S
中国教育1HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NFOzsD&tk=R0LSTARpFa6S
CETV-4HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=l562V8&tk=R0LSTARpFa6S
CCTV-5+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jpMbEg&tk=R0LSTARpFa6S
东方财经HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gXUmLc&tk=R0LSTARpFa6S
央视台球HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dVIMrH&tk=R0LSTARpFa6S
游戏风云HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BoNoVu&tk=R0LSTARpFa6S
风云足球HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BwvoEQ&tk=R0LSTARpFa6S
高尔夫网球HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oktohj&tk=R0LSTARpFa6S
都市剧场HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bGsTSy&tk=R0LSTARpFa6S
钉钉乐游HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dslAmf&tk=R0LSTARpFa6S
风云剧场HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9y0wu9&tk=R0LSTARpFa6S
第一剧场HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qJl3Ak&tk=R0LSTARpFa6S
劲爆体育HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tOCeX4&tk=R0LSTARpFa6S
风云音乐HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1UGbac&tk=R0LSTARpFa6S
CHC动作电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AU9s69&tk=R0LSTARpFa6S
CHC家庭影院,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Gdp2LV&tk=R0LSTARpFa6S
CHC影迷电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qUrDhM&tk=R0LSTARpFa6S
新视觉HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CB9ySe&tk=R0LSTARpFa6S
求索纪录HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s6jHUK&tk=R0LSTARpFa6S
精彩影视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bUdjn1&tk=R0LSTARpFa6S
早期教育HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=idftxD&tk=R0LSTARpFa6S
兵器科技HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kanDCr&tk=R0LSTARpFa6S
动漫秀场HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5M2SkB&tk=R0LSTARpFa6S
天元围棋HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Vp9eAu&tk=R0LSTARpFa6S
女性时尚HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nngc1s&tk=R0LSTARpFa6S
央视文化精品HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5WHbhd&tk=R0LSTARpFa6S
电视指南HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CM8sAc&tk=R0LSTARpFa6S
怀旧剧场HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aO9kZY&tk=R0LSTARpFa6S
世界地理HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ukOX2s&tk=R0LSTARpFa6S
互动电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MrLQvv&tk=R0LSTARpFa6S

虎牙频道,#genre#

沈腾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sUId5j&tk=R0LSTARpFa6S
王晶,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LIwo3A&tk=R0LSTARpFa6S
吴京,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=O4OOJD&tk=R0LSTARpFa6S
成龙,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Jm9akQ&tk=R0LSTARpFa6S
徐克,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jEpqv9&tk=R0LSTARpFa6S
邓超,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Tbo7ns&tk=R0LSTARpFa6S
徐峥,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0srouN&tk=R0LSTARpFa6S
黄渤,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JD0kyh&tk=R0LSTARpFa6S
周星驰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QWPt9P&tk=R0LSTARpFa6S
林正英,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8UawRl&tk=R0LSTARpFa6S
李连杰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0o95Nu&tk=R0LSTARpFa6S
古天乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VgBscU&tk=R0LSTARpFa6S
周润发,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Wvb8Tw&tk=R0LSTARpFa6S
刘德华,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=16wMGB&tk=R0LSTARpFa6S
梁家辉,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DB6HQd&tk=R0LSTARpFa6S
洪金宝,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=P7KlZ7&tk=R0LSTARpFa6S
张卫健,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9VwhQe&tk=R0LSTARpFa6S
庆余年,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JRZUbT&tk=R0LSTARpFa6S
赵家班,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=34HVeG&tk=R0LSTARpFa6S
芈月传,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Y0Nrtm&tk=R0LSTARpFa6S
婆媳间,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=w5wpdm&tk=R0LSTARpFa6S
捉妖记,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3D0Mbn&tk=R0LSTARpFa6S

好先生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=V8V866&tk=R0LSTARpFa6S
铁梨花,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lDsHaO&tk=R0LSTARpFa6S
神话片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GIcBpd&tk=R0LSTARpFa6S
鬼吹灯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rtsyHO&tk=R0LSTARpFa6S
宝莲灯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ukhnjm&tk=R0LSTARpFa6S
水浒传,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gcgRVQ&tk=R0LSTARpFa6S
西游记,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JuMyEV&tk=R0LSTARpFa6S
灰太狼,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=grNz8v&tk=R0LSTARpFa6S
洗冤录,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Rh7PtT&tk=R0LSTARpFa6S
寻秦记,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5xG8QB&tk=R0LSTARpFa6S
特工007,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jBsZBX&tk=R0LSTARpFa6S
今晚80后,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OCoELd&tk=R0LSTARpFa6S
新版三国,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lT4cQv&tk=R0LSTARpFa6S
新版水浒,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NzSfkE&tk=R0LSTARpFa6S
天龙八部,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Xc9NIb&tk=R0LSTARpFa6S
笑傲江湖,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gMMM9B&tk=R0LSTARpFa6S
神雕侠侣,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OZT5BJ&tk=R0LSTARpFa6S
楚汉骄雄,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lufQR6&tk=R0LSTARpFa6S
金枝欲孽,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YK1AXP&tk=R0LSTARpFa6S

三国演义,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DFEnKq&tk=R0LSTARpFa6S
法证先锋,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mDd3gW&tk=R0LSTARpFa6S


龙门镖局,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tvL8tM&tk=R0LSTARpFa6S

龙岭迷窟,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IHH12o&tk=R0LSTARpFa6S
昆仑神宫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7fWITg&tk=R0LSTARpFa6S
怒晴湘西,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3LGg7f&tk=R0LSTARpFa6S
云南虫谷,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ok2i17&tk=R0LSTARpFa6S
南海归墟,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CFcbDm&tk=R0LSTARpFa6S
雪山飞狐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VW8mf4&tk=R0LSTARpFa6S
红海行动,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qnbiJz&tk=R0LSTARpFa6S
古装情感,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NN7553&tk=R0LSTARpFa6S
犯罪影片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=R6Qyq5&tk=R0LSTARpFa6S

朱雀青龙,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2lw9JI&tk=R0LSTARpFa6S
港产搞笑,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nABpYI&tk=R0LSTARpFa6S
港台警匪,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IuAIe6&tk=R0LSTARpFa6S
推荐合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FP5ORS&tk=R0LSTARpFa6S
强森合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lLOZSd&tk=R0LSTARpFa6S
宇宙合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UGsGyk&tk=R0LSTARpFa6S

武侠合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nsqXR9&tk=R0LSTARpFa6S
警匪合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W75efJ&tk=R0LSTARpFa6S
罪犯合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XUvUQW&tk=R0LSTARpFa6S
枪战合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jEbCjl&tk=R0LSTARpFa6S
热血合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XzD6jU&tk=R0LSTARpFa6S
贺岁合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yEHpHT&tk=R0LSTARpFa6S
玄幻合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=okCVB4&tk=R0LSTARpFa6S
谍战合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X06Web&tk=R0LSTARpFa6S
喜剧合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s7ErLk&tk=R0LSTARpFa6S
港片合集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Tbqqu5&tk=R0LSTARpFa6S

西部影院,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qtgV4C&tk=R0LSTARpFa6S


黑帮斗争,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AcRzvr&tk=R0LSTARpFa6S

经典好片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IiX9vH&tk=R0LSTARpFa6S
史诗大片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gPM6JE&tk=R0LSTARpFa6S

中国功夫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RdoEsM&tk=R0LSTARpFa6S
韩国动作,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LYMH1p&tk=R0LSTARpFa6S
勇敢的心,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vyY0jH&tk=R0LSTARpFa6S
经典好剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tnuSn1&tk=R0LSTARpFa6S
十大奇冤,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Z3VV04&tk=R0LSTARpFa6S
经典喜剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FWVo4X&tk=R0LSTARpFa6S

电锯惊魂,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=N00359&tk=R0LSTARpFa6S

港剧经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aEDRQU&tk=R0LSTARpFa6S

喜剧专场,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Qfg7MV&tk=R0LSTARpFa6S
