

极速央卫,#genre#
MTV Live,https://php.jdshipin.com/smt.php?id=mtvhd_twn
HBO_HD,https://php.jdshipin.com/smt.php?id=hbohd_twn
HBO_HITS,https://php.jdshipin.com/smt.php?id=hbohit_twn
CINEMAX,https://php.jdshipin.com/smt.php?id=cinemax_twn
好萊塢電影台,https://php.jdshipin.com/smt.php?id=hollywoodmovies_twn
卫视电影台,https://php.jdshipin.com/smt.php?id=weishimovie_twn
龙祥时代,https://php.jdshipin.com/smt.php?id=lungxiangtime_twn
美亚电影,https://php.jdshipin.com/smt.php?id=meiyamovie_twn
華藝綜合,https://php.jdshipin.com/smt.php?id=weishichinese_twn
博斯运动一台,https://php.jdshipin.com/smt.php?id=bosisport1_twn
博斯运动二台,https://php.jdshipin.com/smt.php?id=bosisport2_twn
博斯高球一台,https://php.jdshipin.com/smt.php?id=bosigolf1_twn
博斯高球二台,https://php.jdshipin.com/smt.php?id=bosigolf2_twn
博斯网球台,https://php.jdshipin.com/smt.php?id=bositennis_twn
博斯无限台,https://php.jdshipin.com/smt.php?id=bosiunlimited_twn
好消息 2,https://php.jdshipin.com/smt.php?id=good2_twn
中国,#genre#
CCTV-1 综合,https://php.jdshipin.com/smt.php?id=cctv1
CCTV-2 财经,https://php.jdshipin.com/smt.php?id=cctv2
CCTV-3 综艺,https://php.jdshipin.com/smt.php?id=cctv3
CCTV-4 中文国际,https://php.jdshipin.com/smt.php?id=Cctv4
CCTV-4 中文国际,https://php.jdshipin.com/smt.php?id=cctv4
CCTV-5 体育,https://php.jdshipin.com/smt.php?id=cctv5
CCTV-6 电影,https://php.jdshipin.com/smt.php?id=cctv6
CCTV-7 国防军事,https://php.jdshipin.com/smt.php?id=cctv7
CCTV-8 电视剧,https://php.jdshipin.com/smt.php?id=cctv8hd
CCTV-9 记录,https://php.jdshipin.com/smt.php?id=cctv9hd
CCTV-10 科教,https://php.jdshipin.com/smt.php?id=cctv10hd
CCTV-11 戏曲,https://php.jdshipin.com/smt.php?id=cctv11
CCTV-12 社会与法,https://php.jdshipin.com/smt.php?id=cctv12
CCTV-13 新闻,https://php.jdshipin.com/smt.php?id=cctv13
CCTV-14 少儿,https://php.jdshipin.com/smt.php?id=cctv14
CCTV-15 音乐,https://php.jdshipin.com/smt.php?id=cctv15
CCTV-16 奥林匹克,https://php.jdshipin.com/smt.php?id=cctv16
CCTV-17 农业农村,https://php.jdshipin.com/smt.php?id=cctv17
CCTV-5+ 体育赛事,https://php.jdshipin.com/smt.php?id=cctv5plus
湖南卫视,https://php.jdshipin.com/smt.php?id=hunan_twn
浙江卫视,https://php.jdshipin.com/smt.php?id=zhejiang_twn
江苏卫视,https://php.jdshipin.com/smt.php?id=jiangsu_twn
东方卫视,https://php.jdshipin.com/smt.php?id=dongfangweishi_twn
北京卫视,https://php.jdshipin.com/smt.php?id=beijing
深圳卫视,https://php.jdshipin.com/smt.php?id=shenzhen
广东卫视,https://php.jdshipin.com/smt.php?id=guangdongweishi_twn
大湾区卫视,https://php.jdshipin.com/smt.php?id=nanfang_twn
珠江台,https://php.jdshipin.com/smt.php?id=zhujiang
东南卫视,https://php.jdshipin.com/smt.php?id=fujian
广西卫视,https://php.jdshipin.com/smt.php?id=guangxi
湖北卫视,https://php.jdshipin.com/smt.php?id=hubei
四川卫视,https://php.jdshipin.com/smt.php?id=sichuan_twn
CGTN,https://php.jdshipin.com/smt.php?id=CGTN
电影,#genre#
CCTV-6,https://php.jdshipin.com/smt.php?id=cctv6
AXN Taiwan,https://php.jdshipin.com/smt.php?id=axn_twn
HBO_HD,https://php.jdshipin.com/smt.php?id=hbohd_twn
HBO_HITS,https://php.jdshipin.com/smt.php?id=hbohit_twn
CINEMAX,https://php.jdshipin.com/smt.php?id=cinemax_twn
好萊塢電影台,https://php.jdshipin.com/smt.php?id=hollywoodmovies_twn
东森电影,https://php.jdshipin.com/smt.php?id=ettvmovie
东森洋片,https://php.jdshipin.com/smt.php?id=ettvwestern
龙华电影,https://php.jdshipin.com/smt.php?id=xingwei_movie
龙华洋片,https://php.jdshipin.com/smt.php?id=lunghuawestern_twn
龙祥时代,https://php.jdshipin.com/smt.php?id=lungxiangtime_twn
美亚电影,https://php.jdshipin.com/smt.php?id=meiyamovie_twn
卫视电影台,https://php.jdshipin.com/smt.php?id=weishimovie_twn
天映频道,https://php.jdshipin.com/smt.php?id=Celestial
天映频道,https://php.jdshipin.com/smt.php?id=Celestialindo
天映经典,https://php.jdshipin.com/smt.php?id=Celestial2
Animax,https://php.jdshipin.com/smt.php?id=Animax
Movies Now HD,https://php.jdshipin.com/smt.php?id=moviesnow_raj
Star Movies HD,https://php.jdshipin.com/smt.php?id=starmovies_raj
Hits,https://php.jdshipin.com/smt.php?id=Hits
Warner TV,https://php.jdshipin.com/smt.php?id=WarnerTV
HBO HD,https://php.jdshipin.com/smt.php?id=Hbo
HBO Signature,https://php.jdshipin.com/smt.php?id=Hbosignature
HBO Family,https://php.jdshipin.com/smt.php?id=Hbofamily
HBO Hits,https://php.jdshipin.com/smt.php?id=Hbohitshd
Cinemax,https://php.jdshipin.com/smt.php?id=Cinemax
Dreamworks,https://php.jdshipin.com/smt.php?id=Dreamworks
SCM,https://php.jdshipin.com/smt.php?id=Weishimovie
Thrill,https://php.jdshipin.com/smt.php?id=Thrill
Hits Movie,https://php.jdshipin.com/smt.php?id=Hitsmovie
One,https://php.jdshipin.com/smt.php?id=One
tvN Movie,https://php.jdshipin.com/smt.php?id=Tvnmovie
Axn HD,https://php.jdshipin.com/smt.php?id=Axn
Paramount Network,https://php.jdshipin.com/smt.php?id=Paramountnetwork
Astrol Kplus,https://php.jdshipin.com/smt.php?id=Kplus
Rock Actions,https://php.jdshipin.com/smt.php?id=Rockaction
Rock Entertainment,https://php.jdshipin.com/smt.php?id=Rockentertain
纪录,#genre#
Natgeo_HD,https://php.jdshipin.com/smt.php?id=natgeohd_twn
NatGeo_Wild HD,https://php.jdshipin.com/smt.php?id=natgeowild_twn
Animal_Planet,https://php.jdshipin.com/smt.php?id=animalplanet_twn
Discovery Asia,https://php.jdshipin.com/smt.php?id=discoverytwn_twn
CI,https://php.jdshipin.com/smt.php?id=ci_twn
Asia Travel,https://php.jdshipin.com/smt.php?id=asiatravel_twn
Discovery HD,https://php.jdshipin.com/smt.php?id=discoveryhd_twn
亚洲美食,https://php.jdshipin.com/smt.php?id=afc_twn
美食星球,https://php.jdshipin.com/smt.php?id=foodplanet_twn
亚洲TLC,https://php.jdshipin.com/smt.php?id=tlc_twn
NatGeo HD,https://php.jdshipin.com/smt.php?id=Natgeo
Fashion TV,https://php.jdshipin.com/smt.php?id=fashiontv_twn
History,https://php.jdshipin.com/smt.php?id=History
BBC Earth HD,https://php.jdshipin.com/smt.php?id=bbcearth_twn
BBC Earth Lifestyle,https://php.jdshipin.com/smt.php?id=bbclifestyle_twn
MTV Live,https://php.jdshipin.com/smt.php?id=mtvhd_twn
NatGeo Wild HD,https://php.jdshipin.com/smt.php?id=Natgeowild
Animal Planet (Eng),https://php.jdshipin.com/smt.php?id=AnimalPlanet
TLC,https://php.jdshipin.com/smt.php?id=Tlc
Foodnetwork Hd,https://php.jdshipin.com/smt.php?id=Foodnetwork
HGTV,https://php.jdshipin.com/smt.php?id=HGTV
亚洲旅游台,https://php.jdshipin.com/smt.php?id=asiatravel_twn
新闻,#genre#
Skynews,https://php.jdshipin.com/smt.php?id=skynews_twn
ABC News,https://php.jdshipin.com/smt.php?id=abcnews_glo
东森财经新闻,https://php.jdshipin.com/smt.php?id=ettvcaijing_twn
CBS HD,https://php.jdshipin.com/smt.php?id=cbshd_glo
CBSN HD,https://php.jdshipin.com/smt.php?id=cbsn_glo
France 24,https://php.jdshipin.com/smt.php?id=france24_twn
DW (Deutsch),https://php.jdshipin.com/smt.php?id=dw_twn
NHK World,https://php.jdshipin.com/smt.php?id=nhkworld_japan
Fox News,https://php.jdshipin.com/smt.php?id=foxnews_twn
CGTN,https://php.jdshipin.com/smt.php?id=CGTN
CNN International,https://php.jdshipin.com/smt.php?id=Cnn
CNN backup,https://php.jdshipin.com/smt.php?id=cnn_twn
CNBC,https://php.jdshipin.com/smt.php?id=cnbc_twn
CNA,https://php.jdshipin.com/smt.php?id=cna
BBC World News,https://php.jdshipin.com/smt.php?id=bbcnews_twn
BBC World News,https://php.jdshipin.com/smt.php?id=Bbcnews
Bloomberg News,https://php.jdshipin.com/smt.php?id=bloomberg_twn
Al-Jazeera,https://php.jdshipin.com/smt.php?id=aljazeera_twn
儿童,#genre#
Baby TV Eng,https://php.jdshipin.com/smt.php?id=Babytv
CBeebies,https://php.jdshipin.com/smt.php?id=Cbeebies
Kids TV,https://php.jdshipin.com/smt.php?id=KidsTV
Momo TV,https://php.jdshipin.com/smt.php?id=momo1_twn
Animax,https://php.jdshipin.com/smt.php?id=Animax
Baby TV,https://php.jdshipin.com/smt.php?id=babytv_twn
MiaoMi,https://php.jdshipin.com/smt.php?id=MiaoMi
靖天卡通,https://php.jdshipin.com/smt.php?id=jingtiancartoon_twn
东森幼幼,https://php.jdshipin.com/smt.php?id=yoyo_twn
Cartoon Network,https://php.jdshipin.com/smt.php?id=Cn
Nickelodeon,https://php.jdshipin.com/smt.php?id=Nickelodeon
Nick Jr,https://php.jdshipin.com/smt.php?id=Nickjr
体育,#genre#
Astro Premier League 1,https://php.jdshipin.com/smt.php?id=go_assp1
Astro EPL 1 backup,https://php.jdshipin.com/smt.php?id=go_assp1x
Astro Premier League 2,https://php.jdshipin.com/smt.php?id=go_assp2
Astro Grandstand,https://php.jdshipin.com/smt.php?id=go_assp3
Astro Football,https://php.jdshipin.com/smt.php?id=go_assp4
Astro Sports Plus,https://php.jdshipin.com/smt.php?id=go_sportsplus
Astro Badminton 1,https://php.jdshipin.com/smt.php?id=go_badminton1
Astro Badminton 2,https://php.jdshipin.com/smt.php?id=go_badminton2
Astro W-Sports,https://php.jdshipin.com/smt.php?id=go_assp5
Supersports 1,https://php.jdshipin.com/smt.php?id=Assp1
Supersports 2,https://php.jdshipin.com/smt.php?id=Assp2
Supersports 3,https://php.jdshipin.com/smt.php?id=Assp3
Supersports 4,https://php.jdshipin.com/smt.php?id=Assp4
WWE,https://php.jdshipin.com/smt.php?id=Wwe
Fight Sports,https://php.jdshipin.com/smt.php?id=Fs
NBA TV,https://php.jdshipin.com/smt.php?id=Nba
Astro Cricket,https://php.jdshipin.com/smt.php?id=Acricket
Astro Golf,https://php.jdshipin.com/smt.php?id=Agolf
Tnt Sports 1,https://php.jdshipin.com/smt.php?id=6fac0aaead
TNT Sports 2,https://php.jdshipin.com/smt.php?id=d9a76a79cc
TNT Sports 3,https://php.jdshipin.com/smt.php?id=5fea4d73db
TNT Sports 4,https://php.jdshipin.com/smt.php?id=tntsport4
Sony Ten 1,https://php.jdshipin.com/smt.php?id=ten1_raj
Sony Ten 2,https://php.jdshipin.com/smt.php?id=ten2_raj
Sony Ten 3,https://php.jdshipin.com/smt.php?id=ten3_raj
SPOTV 1 HD,https://php.jdshipin.com/smt.php?id=go_spotv
SPO TV 2,https://php.jdshipin.com/smt.php?id=go_spotv2
Skysports F1,https://php.jdshipin.com/smt.php?id=tiankongf1
Skysports Cricket,https://php.jdshipin.com/smt.php?id=tiankongcricket
Skysports EPL,https://php.jdshipin.com/smt.php?id=tiankongepl
Skysports Main Event,https://php.jdshipin.com/smt.php?id=tiankongmain
Skysports News,https://php.jdshipin.com/smt.php?id=tiankongnews
Skysports Mix,https://php.jdshipin.com/smt.php?id=tiankongmix
CCTV-5 体育频道,https://php.jdshipin.com/smt.php?id=cctv5
CCTV-5+ 体育赛事 HD,https://php.jdshipin.com/smt.php?id=cctv5plus
爱尔达体育2台,https://php.jdshipin.com/smt.php?id=eltasport2_twn
爱尔达体育3台,https://php.jdshipin.com/smt.php?id=eltasport3_twn
Rugby Pass TV,https://php.jdshipin.com/smt.php?id=Rugbypasstv
RTM Sports HD,https://php.jdshipin.com/smt.php?id=Rtmsport
Arena,https://php.jdshipin.com/smt.php?id=Arena
Arena 2,https://php.jdshipin.com/smt.php?id=Arena2
BolaArena 1,https://php.jdshipin.com/smt.php?id=Bolaarena1
BolaArena 2,https://php.jdshipin.com/smt.php?id=Bolaarena2
Astro Beinsports 1,https://php.jdshipin.com/smt.php?id=Astrobein1
Astro Beinsports 2,https://php.jdshipin.com/smt.php?id=Astrobein2
Astro Beinsports 3,https://php.jdshipin.com/smt.php?id=Astrobein3
加坡,#genre#
Channel 5,https://php.jdshipin.com/smt.php?id=Channel5HD
Channel 8,https://php.jdshipin.com/smt.php?id=Channel8HD
Suria,https://php.jdshipin.com/smt.php?id=Suria
Channel U,https://php.jdshipin.com/smt.php?id=ChannelU
Vasantham,https://php.jdshipin.com/smt.php?id=Vasantham
CNA,https://php.jdshipin.com/smt.php?id=cna
CNA backup,https://php.jdshipin.com/smt.php?id=cna_twn
MeWatch Ch 5,https://php.jdshipin.com/smt.php?id=Mewatch_ch5
MeWatch Ch 8,https://php.jdshipin.com/smt.php?id=Mewatch_ch8
MeWatch Ch U,https://php.jdshipin.com/smt.php?id=Mewatch_chU
MeWatch Suria,https://php.jdshipin.com/smt.php?id=Mewatch_Suria
MeWatch Vasantham,https://php.jdshipin.com/smt.php?id=Mewatch_Vasantham
MeWatch CNA,https://php.jdshipin.com/smt.php?id=Mewatch_cna
马来,#genre#
TV1,https://php.jdshipin.com/smt.php?id=TV1
TV1 backup,https://php.jdshipin.com/smt.php?id=TV1_backup
TV2,https://php.jdshipin.com/smt.php?id=TV2
TV3,https://php.jdshipin.com/smt.php?id=TV3
TV3 SD,https://php.jdshipin.com/smt.php?id=TV3_mega
NTV7,https://php.jdshipin.com/smt.php?id=NTV7
TV8,https://php.jdshipin.com/smt.php?id=TV8
TV9,https://php.jdshipin.com/smt.php?id=TV9
Ria,https://php.jdshipin.com/smt.php?id=Ria
Ria-3,https://php.jdshipin.com/smt.php?id=Ria_backup
Al-Hijrah,https://php.jdshipin.com/smt.php?id=Alhijrah
Al-Hijrah backup,https://php.jdshipin.com/smt.php?id=Alhijrah_backup
Awani,https://php.jdshipin.com/smt.php?id=Awani
Bernama,https://php.jdshipin.com/smt.php?id=Bernama
Prima,https://php.jdshipin.com/smt.php?id=Prima
Prima backup,https://php.jdshipin.com/smt.php?id=AAprima1
Prima backup 2,https://php.jdshipin.com/smt.php?id=AAprima
Ceria,https://php.jdshipin.com/smt.php?id=Ceria
Astro MTV,https://php.jdshipin.com/smt.php?id=AstroMTV
Mecca Live HD,https://php.jdshipin.com/smt.php?id=quran_mido
Madinah HD,https://php.jdshipin.com/smt.php?id=sunnah_mido
Oasis,https://php.jdshipin.com/smt.php?id=Oasis
HBO HD,https://php.jdshipin.com/smt.php?id=Hbo
HBO Signature,https://php.jdshipin.com/smt.php?id=Hbosignature
HBO Hits,https://php.jdshipin.com/smt.php?id=Hbohitshd
NatGeo Wild HD,https://php.jdshipin.com/smt.php?id=Natgeowild
Cartoon Network,https://php.jdshipin.com/smt.php?id=Cn
Nickelodeon,https://php.jdshipin.com/smt.php?id=Nickelodeon
Nick Jr,https://php.jdshipin.com/smt.php?id=Nickjr
Dreamworks,https://php.jdshipin.com/smt.php?id=Dreamworks
Siar,https://php.jdshipin.com/smt.php?id=Siar
Citra,https://php.jdshipin.com/smt.php?id=AAcitra
Citra backup,https://php.jdshipin.com/smt.php?id=AAcitra1
Sensasi,https://php.jdshipin.com/smt.php?id=Sensasi
Aura,https://php.jdshipin.com/smt.php?id=Aura
Rania,https://php.jdshipin.com/smt.php?id=Rania
KBS World,https://php.jdshipin.com/smt.php?id=KBS
Boo,https://php.jdshipin.com/smt.php?id=Boo
Awesome TV,https://php.jdshipin.com/smt.php?id=Dsangat
Astro Sonypix,https://php.jdshipin.com/smt.php?id=Asonypix
Sony HD,https://php.jdshipin.com/smt.php?id=SetOne
TvN,https://php.jdshipin.com/smt.php?id=TVN
AEC,https://php.jdshipin.com/smt.php?id=AEC
华丽台 HD （Wah Lai Toi）,https://php.jdshipin.com/smt.php?id=Wlt
欢喜台 HD （Hua Hee Tai）,https://php.jdshipin.com/smt.php?id=Huahee
Astro QJ,https://php.jdshipin.com/smt.php?id=Quanjia
TVB Jade,https://php.jdshipin.com/smt.php?id=Tvbjade
TVB Asia,https://php.jdshipin.com/smt.php?id=Tvbasia
TVB Entertainment,https://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB Classic,https://php.jdshipin.com/smt.php?id=Tvbclassic
AOD,https://php.jdshipin.com/smt.php?id=Aodhd
One,https://php.jdshipin.com/smt.php?id=One
TVB 星河台 Xing He,https://php.jdshipin.com/smt.php?id=Xinhe
爱奇艺 iQiyi,https://php.jdshipin.com/smt.php?id=Qiyi
Animal Planet (Eng),https://php.jdshipin.com/smt.php?id=AnimalPlanet
tvN Movie,https://php.jdshipin.com/smt.php?id=Tvnmovie
CNN backup,https://php.jdshipin.com/smt.php?id=cnn_twn
Celestial Classic,https://php.jdshipin.com/smt.php?id=Celestial2
CNBC,https://php.jdshipin.com/smt.php?id=cnbc_twn
TLC,https://php.jdshipin.com/smt.php?id=Tlc
CNA,https://php.jdshipin.com/smt.php?id=cna
BBC World News,https://php.jdshipin.com/smt.php?id=bbcnews_twn
Foodnetwork Hd,https://php.jdshipin.com/smt.php?id=Foodnetwork
HGTV,https://php.jdshipin.com/smt.php?id=HGTV
Goshop,https://php.jdshipin.com/smt.php?id=Goshop
Celestial Movies HD,https://php.jdshipin.com/smt.php?id=Celestial
Axn HD,https://php.jdshipin.com/smt.php?id=Axn
Paramount Network,https://php.jdshipin.com/smt.php?id=Paramountnetwork
Astrol Kplus,https://php.jdshipin.com/smt.php?id=Kplus
AFC 亚洲旅游台,https://php.jdshipin.com/smt.php?id=asiatravel_twn
Rock Actions,https://php.jdshipin.com/smt.php?id=Rockaction
Bloomberg News,https://php.jdshipin.com/smt.php?id=bloomberg_twn
Al-Jazeera,https://php.jdshipin.com/smt.php?id=aljazeera_twn
Rock Entertainment,https://php.jdshipin.com/smt.php?id=Rockentertain
RTM Sports HD,https://php.jdshipin.com/smt.php?id=Rtmsport
Arena,https://php.jdshipin.com/smt.php?id=Arena
Arena 2,https://php.jdshipin.com/smt.php?id=Arena2
BolaArena 1,https://php.jdshipin.com/smt.php?id=Bolaarena1
BolaArena 2,https://php.jdshipin.com/smt.php?id=Bolaarena2
Astro LOL,https://php.jdshipin.com/smt.php?id=Astro_lol
Astro Rusi,https://php.jdshipin.com/smt.php?id=Rusi
WION,https://php.jdshipin.com/smt.php?id=Wion
RTM Asean,https://php.jdshipin.com/smt.php?id=Rtmasean
印尼,#genre#
TVRI National,https://php.jdshipin.com/smt.php?id=TVRI
RCTI,https://php.jdshipin.com/smt.php?id=Rcti
Kompass TV,https://php.jdshipin.com/smt.php?id=Kompass
Berita Satu,https://php.jdshipin.com/smt.php?id=BeritaSatu_eko
Indosiar HD,https://php.jdshipin.com/smt.php?id=Indosiar
AnTV,https://php.jdshipin.com/smt.php?id=Antv
MNC TV,https://php.jdshipin.com/smt.php?id=Mnctv
Trans 7,https://php.jdshipin.com/smt.php?id=Trans7_eko
Transtv,https://php.jdshipin.com/smt.php?id=Transtv
JTV,https://php.jdshipin.com/smt.php?id=JTV_eko
Metro TV,https://php.jdshipin.com/smt.php?id=metrotv_eko
Cinemax,https://php.jdshipin.com/smt.php?id=Cinemax
SCTV,https://php.jdshipin.com/smt.php?id=SCTV
Tvone,https://php.jdshipin.com/smt.php?id=Tvone
TVMU,https://php.jdshipin.com/smt.php?id=TVMU_eko
GTV,https://php.jdshipin.com/smt.php?id=Gtv
RTV,https://php.jdshipin.com/smt.php?id=Rtv
Jak TV,https://php.jdshipin.com/smt.php?id=JakTV
iNews TV,https://php.jdshipin.com/smt.php?id=Inewstv
Daai TV,https://php.jdshipin.com/smt.php?id=DaaiTV
Net TV,https://php.jdshipin.com/smt.php?id=NetTV
Animax,https://php.jdshipin.com/smt.php?id=Animax
EWTN,https://php.jdshipin.com/smt.php?id=Ewtn
AlQuran AlKareem,https://php.jdshipin.com/smt.php?id=AlQuran
Tawaf TV,https://php.jdshipin.com/smt.php?id=TawafTV
Vision Prime,https://php.jdshipin.com/smt.php?id=VisionPrime
Muslim TV,https://php.jdshipin.com/smt.php?id=MuslimTV
Music TV,https://php.jdshipin.com/smt.php?id=MusicTV
Lifestyle&amp;Fashion,https://php.jdshipin.com/smt.php?id=Lifestyle
Entertain,https://php.jdshipin.com/smt.php?id=Entertain
Hits,https://php.jdshipin.com/smt.php?id=Hits
Warner TV,https://php.jdshipin.com/smt.php?id=WarnerTV
SCM,https://php.jdshipin.com/smt.php?id=Weishimovie
Thrill,https://php.jdshipin.com/smt.php?id=Thrill
Fight Sports,https://php.jdshipin.com/smt.php?id=Fs
Hits Movie,https://php.jdshipin.com/smt.php?id=Hitsmovie
One,https://php.jdshipin.com/smt.php?id=One
tvN Movie,https://php.jdshipin.com/smt.php?id=Tvnmovie
Celestial Movies HD,https://php.jdshipin.com/smt.php?id=Celestialindo
Rock Actions,https://php.jdshipin.com/smt.php?id=Rockaction
Rock Entertainment,https://php.jdshipin.com/smt.php?id=Rockentertain
印度,#genre#
Sun TV HD,https://php.jdshipin.com/smt.php?id=Suntv
Star Vijay,https://php.jdshipin.com/smt.php?id=Starvijay
Colors Tamil,https://php.jdshipin.com/smt.php?id=Colorstam
Sun Music,https://php.jdshipin.com/smt.php?id=Sunmusic
Astro Sunlife,https://php.jdshipin.com/smt.php?id=Sunlife
Astro Vaanavil,https://php.jdshipin.com/smt.php?id=Vaanavil
Zee Tamil,https://php.jdshipin.com/smt.php?id=Zeetamil
Zee Business,https://php.jdshipin.com/smt.php?id=Zeebusiness
News 18 Tamil,https://php.jdshipin.com/smt.php?id=news18tamil_raj
Adithya,https://php.jdshipin.com/smt.php?id=Adithya
Makkal TV,https://php.jdshipin.com/smt.php?id=Makkaltv
Zee Action,https://php.jdshipin.com/smt.php?id=Zeeaction
Astro KTV,https://php.jdshipin.com/smt.php?id=Astroktv
Zee TV HD,https://php.jdshipin.com/smt.php?id=Zeetvhd
Zee Cinema HD,https://php.jdshipin.com/smt.php?id=Zeecinemahd
Color HD,https://php.jdshipin.com/smt.php?id=Colorhd
Starplus HD,https://php.jdshipin.com/smt.php?id=Starplushd
Picture HD,https://php.jdshipin.com/smt.php?id=Npicture
Zee News,https://php.jdshipin.com/smt.php?id=Zeenews
Asianet,https://php.jdshipin.com/smt.php?id=asianet_raj
Asianet News,https://php.jdshipin.com/smt.php?id=asianetnews_raj
Discovery World Tamil,https://php.jdshipin.com/smt.php?id=discoveryworldtam_raj
History Tamil,https://php.jdshipin.com/smt.php?id=historytam_raj
NatGeo Tamil,https://php.jdshipin.com/smt.php?id=natgeotamil_raj
Natgeo Wild Tamil,https://php.jdshipin.com/smt.php?id=natgeowildtamil_raj
Astro Sonypix,https://php.jdshipin.com/smt.php?id=Asonypix
Discovery Kids Tamil,https://php.jdshipin.com/smt.php?id=discoverykidtamil_raj
Discovery Tamil,https://php.jdshipin.com/smt.php?id=discoverytamil_raj
Sony Yay Tamil,https://php.jdshipin.com/smt.php?id=sonyyaytam_raj
Sun TV India,https://php.jdshipin.com/smt.php?id=suntv_raj
Starmaa HD,https://php.jdshipin.com/smt.php?id=starmaa_raj
Starmaa Movies HD,https://php.jdshipin.com/smt.php?id=starmaamovies_raj
Bollyone,https://php.jdshipin.com/smt.php?id=Bollyone
Astro Sunmusic,https://php.jdshipin.com/smt.php?id=Sunmusic
Vijay Super,https://php.jdshipin.com/smt.php?id=vijaysuper_raj
Vellithirai,https://php.jdshipin.com/smt.php?id=Vellithirai
泰国,#genre#
Channel 3 Thailand,https://php.jdshipin.com/smt.php?id=ch3_pat
Channel 5 Thailand,https://php.jdshipin.com/smt.php?id=ch5_pat
Channel 7 Thailand,https://php.jdshipin.com/smt.php?id=ch7_pat
MCOT HD Thailand-1,https://php.jdshipin.com/smt.php?id=mcot_pat
PPTV Thailand1,https://php.jdshipin.com/smt.php?id=pptv_pat
Thai Thai,https://php.jdshipin.com/smt.php?id=thaithai_pat
Amarin,https://php.jdshipin.com/smt.php?id=amarin_pat
Ch 8,https://php.jdshipin.com/smt.php?id=ch8_pat
GmmOne,https://php.jdshipin.com/smt.php?id=gmmone_pat
Mono,https://php.jdshipin.com/smt.php?id=mono_pat
Thairath,https://php.jdshipin.com/smt.php?id=thairath_pat
tpbs,https://php.jdshipin.com/smt.php?id=tpbs_pat
Workpoint,https://php.jdshipin.com/smt.php?id=workpoint_pat
Gmm Channel,https://php.jdshipin.com/smt.php?id=gmmchannel_pat
Nation,https://php.jdshipin.com/smt.php?id=nation_pat
Tnn24,https://php.jdshipin.com/smt.php?id=tnn24_pat
Nbt,https://php.jdshipin.com/smt.php?id=nbt_pat
New,https://php.jdshipin.com/smt.php?id=new_pat
TPTV,https://php.jdshipin.com/smt.php?id=tptv_pat
英国,#genre#
BBC 1,https://php.jdshipin.com/smt.php?id=bbc1_antik
BBC 2,https://php.jdshipin.com/smt.php?id=bbc2_antik
CBBC,https://php.jdshipin.com/smt.php?id=cbbc_antik
More4,https://php.jdshipin.com/smt.php?id=more4_antik
Freesports,https://php.jdshipin.com/smt.php?id=freesports_antik
Skynews,https://php.jdshipin.com/smt.php?id=skynews_twn
Pick TV,https://php.jdshipin.com/smt.php?id=picktv_antik
itv 1,https://php.jdshipin.com/smt.php?id=itv1_antik
itv 2,https://php.jdshipin.com/smt.php?id=itv2_antik
Euronews,https://php.jdshipin.com/smt.php?id=euronews_antik
Channel 4,https://php.jdshipin.com/smt.php?id=channel4_antik
NatGeo HD,https://php.jdshipin.com/smt.php?id=Natgeo
CBeebies,https://php.jdshipin.com/smt.php?id=Cbeebies
History,https://php.jdshipin.com/smt.php?id=History
Kids TV,https://php.jdshipin.com/smt.php?id=KidsTV
France 24,https://php.jdshipin.com/smt.php?id=france24_twn
DW (Deutsch),https://php.jdshipin.com/smt.php?id=dw_twn
BBC Earth HD,https://php.jdshipin.com/smt.php?id=bbcearth_twn
BBC Earth Lifestyle,https://php.jdshipin.com/smt.php?id=bbclifestyle_twn
MTV Live,https://php.jdshipin.com/smt.php?id=mtvhd_twn
Star Movies HD,https://php.jdshipin.com/smt.php?id=starmovies_raj
NHK World,https://php.jdshipin.com/smt.php?id=nhkworld_japan
Warner TV,https://php.jdshipin.com/smt.php?id=WarnerTV
HBO HD,https://php.jdshipin.com/smt.php?id=Hbo
NatGeo Wild HD,https://php.jdshipin.com/smt.php?id=Natgeowild
Nickelodeon,https://php.jdshipin.com/smt.php?id=Nickelodeon
Nick Jr,https://php.jdshipin.com/smt.php?id=Nickjr
Thrill,https://php.jdshipin.com/smt.php?id=Thrill
CGTN,https://php.jdshipin.com/smt.php?id=CGTN
Hits Movie,https://php.jdshipin.com/smt.php?id=Hitsmovie
Animal Planet (Eng),https://php.jdshipin.com/smt.php?id=AnimalPlanet
CNBC,https://php.jdshipin.com/smt.php?id=cnbc_twn
TLC,https://php.jdshipin.com/smt.php?id=Tlc
BBC World News,https://php.jdshipin.com/smt.php?id=bbcworldnews_antik
HGTV,https://php.jdshipin.com/smt.php?id=HGTV
Axn HD,https://php.jdshipin.com/smt.php?id=Axn
Skysports F1,https://php.jdshipin.com/smt.php?id=tiankongf1
Skysports Cricket,https://php.jdshipin.com/smt.php?id=tiankongcricket
Bloomberg News,https://php.jdshipin.com/smt.php?id=bloomberg_twn
Skysports EPL,https://php.jdshipin.com/smt.php?id=tiankongepl
Skysports Main Event,https://php.jdshipin.com/smt.php?id=tiankongmain
Skysports News,https://php.jdshipin.com/smt.php?id=tiankongnews
Al-Jazeera,https://php.jdshipin.com/smt.php?id=aljazeera_twn








