声明,#genre#
抗战经典影片,http://gslbmgsplive.miguvideo.com/wd-virtuallive5100002089-150/index.m3u8?msisdn=202510261400383654d5c5cfac42f1be5df1c33a1cdf97&mdspid=&spid=800033&netType=0&sid=5500002717&pid=2028597139&timestamp=20251026140038&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=617432318&ParentNodeID=-99&assertID=5500002717&client_ip=106.13.250.90&SecurityKey=20251026140038&promotionId=&mvid=5100002089&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=1d6777eacf203b8da92c867984e54887&ddCalcu=718de862477570e74e8a9c7f6280c32b98ad
新片放映厅,http://gslbmgsplive.miguvideo.com/wd-virtuallive5100030975-150/index.m3u8?msisdn=202510261400384387829c9c844f8aaa8e318bef254590&mdspid=&spid=800033&netType=0&sid=5500035175&pid=2028597139&timestamp=20251026140038&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=619495952&ParentNodeID=-99&assertID=5500035175&client_ip=106.13.250.90&SecurityKey=20251026140038&promotionId=&mvid=5100030975&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9d9ec95d56a846e833ca218f7deb35cb&ddCalcu=b9cde5923e9bc0e9d57df5861a28a4c63e38
CHC影迷电影,http://gslbmgsplive.miguvideo.com/migu/kailu/chcymdy/51/20250415/index.m3u8?msisdn=20251026140038226ca9f1b5c9479a8423f8e057da8449&mdspid=&spid=699004&netType=0&sid=5910022176&pid=2028597139&timestamp=20251026140038&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=952383261&ParentNodeID=-99&assertID=5910022176&client_ip=106.13.250.90&SecurityKey=20251026140038&promotionId=&mvid=5900006704&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=058e2623808becf6476cfb99f9180549&ddCalcu=9045e5820e28201692f39890b8fbce6c7f46
和美乡途轮播台,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002411/51/20210706/index.m3u8?msisdn=20251026140038277824f05a174a2dab0b71cc44c1f385&mdspid=&spid=800033&netType=0&sid=5910019525&pid=2028597139&timestamp=20251026140038&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713591450&ParentNodeID=-99&assertID=5910019525&client_ip=106.13.250.90&SecurityKey=20251026140038&promotionId=&mvid=5900002421&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=812cec6105f057c9b066b3ef9a4a4c5e&ddCalcu=e851ec224c3ae04ca691f0e53fb065670cb9
高清大片,http://gslbmgsplive.miguvideo.com/migu/kailu/gaoqingdapian/51/20250514/index.m3u8?msisdn=2025102614003871dde65fcf6547e9b41d9d603c1833a4&mdspid=&spid=699004&netType=0&sid=5500315684&pid=2028597139&timestamp=20251026140038&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629943678&ParentNodeID=-99&assertID=5500315684&client_ip=106.13.250.90&SecurityKey=20251026140038&promotionId=&mvid=5101034200&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=70f9a9dc1f489c7281fab4b62721a520&ddCalcu=0720e5f2a991a0297d2c61bf44b8a9fc1782
南方影视,http://gslbmgsplive.miguvideo.com/wd_r1/2018/nfmedia/nfys/1000/index.m3u8?msisdn=202510261400385e1ab53fefbf419693e83f2e5aa5839d&mdspid=&spid=699054&netType=0&sid=2206173738&pid=2028597139&timestamp=20251026140038&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=614961829&ParentNodeID=-99&assertID=2206173738&client_ip=106.13.250.90&SecurityKey=20251026140038&promotionId=&mvid=2206173738&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3cd98cd60b335729b07ca8caf77865ef&ddCalcu=f3ece5d26948807c7df6a0cb83a3c57702b9
血色山河·抗日战争影像志,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002413/51/20210706/index.m3u8?msisdn=202510261400393846b59f817c42aea60f2b1b6804b579&mdspid=&spid=800033&netType=0&sid=5910019527&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713600957&ParentNodeID=-99&assertID=5910019527&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=5900002443&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=95bbb6a51866fc2208026c0e2d0a9368&ddCalcu=8965e3b29b3ab006da25e108c6662f0c8202
教育,#genre#
CETV1,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv1/51/20240709/index.m3u8?msisdn=202510261400398148506ac53d4e1abd12a6ccf5804e68&mdspid=&spid=699004&netType=0&sid=5910022150&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287154&ParentNodeID=-99&assertID=5910022150&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=5900006636&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2c3d0444e5141a116c1ee408326624ed&ddCalcu=d2ece4322d36006424348e0541e4e11ac161
CETV2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/51/20240709/index.m3u8?msisdn=202510261400398edd72a50ee24afab2f94ea6297af07d&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=779c1167b3926a931c03eacc99baea7e&ddCalcu=e777ea92ec3a10b19697cbc3a9e2360ac913
CETV4,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv4/51/20240709/index.m3u8?msisdn=20251026140039284c2f988c194d60854651e7023e7001&mdspid=&spid=699004&netType=0&sid=5910022154&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287339&ParentNodeID=-99&assertID=5910022154&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=5900006640&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9a52d46045fcbb1819726e1e7c58da24&ddCalcu=492aea52d238d054c670e415ef6c2b7b9118
山东教育,http://gslbmgsplive.miguvideo.com/migu/kailu/sdjyws/51/20250915/index.m3u8?msisdn=202510261400391935156bac47419882d5df0d103828f5&mdspid=&spid=600697&netType=0&sid=5910022199&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154353&ParentNodeID=-99&assertID=5910022199&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=2200208305&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0645325c6fee6a676d45271a63308b9f&ddCalcu=f096eb4285903032356ca61f7e2e564ad667
熊猫,#genre#
熊猫频道01高清,http://gslbmgsplive.miguvideo.com/ws_x/2018/xiongmao/HD/2000/index.m3u8?msisdn=202510261400394d6fea7a2a6a4f3392cdca70595ed1ed&mdspid=&spid=699004&netType=0&sid=2202634723&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609158151&ParentNodeID=-99&assertID=2202634723&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=2202634723&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d1e8f9881a6f8773526cfb35ffc5adfc&ddCalcu=cdf1ede2a895f0c9f8f8513ab6ffc8672753
熊猫频道1,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao01/1000/index.m3u8?msisdn=20251026140039a5b5cbbb047f40dca387df31b37e6f44&mdspid=&spid=699004&netType=0&sid=2200200699&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933610&ParentNodeID=-99&assertID=2200200699&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=2200200699&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=abcfe2d89dcf6f87bab09a5a55f83dfd&ddCalcu=dafbedc23f88e0f25d58a95dac9f06bfa8b7
熊猫频道2,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao02/1000/index.m3u8?msisdn=20251026140039f36573a7f6434f429c443cdcb3f93d11&mdspid=&spid=699004&netType=0&sid=2200200717&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933640&ParentNodeID=-99&assertID=2200200717&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=2200200717&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=71e67ec820138809f5575cdaf6385f3d&ddCalcu=d731efe25688703e6cf8a2d0c153785850f9
熊猫频道3,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao03/1000/index.m3u8?msisdn=20251026140039dda5af8bc3c34322829e7298a50268c1&mdspid=&spid=699004&netType=0&sid=2200200738&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934619&ParentNodeID=-99&assertID=2200200738&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=2200200738&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7eda5d3749310fdf57694280ab97fece&ddCalcu=e7ceeed2fa87509db3a704892341906f7d5f
熊猫频道4,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao04/1000/index.m3u8?msisdn=202510261400399ba8e6ae9a2d4957a3802317f635cc16&mdspid=&spid=699004&netType=0&sid=2200200771&pid=2028597139&timestamp=20251026140039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934721&ParentNodeID=-99&assertID=2200200771&client_ip=106.13.250.90&SecurityKey=20251026140039&promotionId=&mvid=2200200771&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=02456022950e1ce18806b047db1372eb&ddCalcu=b0e2e24275836010b2d2794500be610c8e81
熊猫频道5,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao05/1000/index.m3u8?msisdn=2025102614004030e46ad212de4d70964907c13dea9d3a&mdspid=&spid=699004&netType=0&sid=2200200791&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935104&ParentNodeID=-99&assertID=2200200791&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2200200791&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=206316db27de7f680c3788103e982cfd&ddCalcu=d2f0ec6223881096ed3b02178d8e773fc608
熊猫频道6,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao06/1000/index.m3u8?msisdn=20251026140040b0ea42651fb044db98370ef03d09c86d&mdspid=&spid=699004&netType=0&sid=2200200817&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935797&ParentNodeID=-99&assertID=2200200817&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2200200817&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8fcea6a20c491874a8d329ca509736b0&ddCalcu=08bfe6c23e87a0960a52a0cc942931d887a4
熊猫频道7,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao07/1000/index.m3u8?msisdn=20251026140040b3059264e4734964b31cba2fee952f36&mdspid=&spid=699004&netType=0&sid=2200192831&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169286&ParentNodeID=-99&assertID=2200192831&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2200192831&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=b9fb51fc555caeee33f005bdb08c88e6&ddCalcu=6be9e8f28b9c50810fbcd5b5550c0afe3e3e
熊猫频道8,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao08/1000/index.m3u8?msisdn=2025102614004069a9a2dfb49848b991c3e32ae6b98276&mdspid=&spid=699004&netType=0&sid=2200192881&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169287&ParentNodeID=-99&assertID=2200192881&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2200192881&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=cc014457f020453bbf456b443c479771&ddCalcu=1c7ce70291974044c5374f40b2605445f3bb
熊猫频道9,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao09/1000/index.m3u8?msisdn=202510261400401804f641b6954734a15d70dc67f23293&mdspid=&spid=699004&netType=0&sid=2200192899&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169226&ParentNodeID=-99&assertID=2200192899&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2200192899&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e91a165f51751b74547f0eff2c303de9&ddCalcu=9ee9ed123a901036c52ff5f1e705f17b4754
熊猫频道10,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao10/1000/index.m3u8?msisdn=20251026140040d776775f26754b14a499bbd04c75e817&mdspid=&spid=699004&netType=0&sid=2200192937&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169285&ParentNodeID=-99&assertID=2200192937&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2200192937&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5070825620bdcddcdb3ca528c9e0622d&ddCalcu=d520e272609080e295c682205badcc3dbddc
综艺,#genre#
最强综艺趴,http://gslbmgsplive.miguvideo.com/migu/kailu/zuiqiangzongyi/51/20250514/index.m3u8?msisdn=20251026140040dc12f1be9a784fefa2230810d782be8f&mdspid=&spid=699004&netType=0&sid=5500315654&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629942228&ParentNodeID=-99&assertID=5500315654&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=5101034202&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bf56818c5556085be320ac7ceb4bb115&ddCalcu=5b1fe152b69b8041b8ecc575c5a6002835eb
少儿,#genre#
嘉佳卡通,http://gslbmgsplive.miguvideo.com/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?msisdn=20251026140040f8289955c4b3460ea399586b9f0e60bc&mdspid=&spid=699054&netType=0&sid=2206172388&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=614952364&ParentNodeID=-99&assertID=2206172388&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=2206172388&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=cafd93ba2a85432f449aa80b75c09813&ddCalcu=3c1ae8f29d4090c35b7ab20a88a5a493424f
经典动画大集合,http://gslbmgsplive.miguvideo.com/migu/kailu/jingdiandonghua/51/20250514/index.m3u8?msisdn=20251026140040b9aeb326d98b43cca08d44d89f6b11e0&mdspid=&spid=699004&netType=0&sid=5500315652&pid=2028597139&timestamp=20251026140040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629942219&ParentNodeID=-99&assertID=5500315652&client_ip=106.13.250.90&SecurityKey=20251026140040&promotionId=&mvid=5101034205&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=1c8026ab4f93a2384ee8e66b4a6f036c&ddCalcu=c16ce382009f2066aa4bb46f69e38ae2e348
纪实,#genre#
新动力量创一流,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002409/51/20210706/index.m3u8?msisdn=20251026140041cf29690e39ee42619cf77b76caf538b4&mdspid=&spid=800033&netType=0&sid=5910019523&pid=2028597139&timestamp=20251026140041&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713589837&ParentNodeID=-99&assertID=5910019523&client_ip=106.13.250.90&SecurityKey=20251026140041&promotionId=&mvid=5900002419&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=918bcd44dd0b48d5fd7048795cea8c22&ddCalcu=2921ec828b3ac0edc4549d7d804b0478ddf5
环球旅游,http://gslbmgsplive.miguvideo.com/migu/kailu/hqly/51/20250915/index.m3u8?msisdn=20251026140041bebad99198b747179e85607c8bb8f773&mdspid=&spid=600697&netType=0&sid=5910022200&pid=2028597139&timestamp=20251026140041&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475356&ParentNodeID=-99&assertID=5910022200&client_ip=106.13.250.90&SecurityKey=20251026140041&promotionId=&mvid=5900006723&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=84339e62d3eb8a3a070d3917c432d3b5&ddCalcu=58b4e332d382903e46c27d139e3bd80a730a
